BioProject,BioSample,Sample,Species,mean.dep,mean.miss,Isolate,Origin,highMiss,lat,long,Continent,cloneID
PRJNA482684,SAMN09711183,SRR7594189,Daphnia pulex,20.9079,0.126768,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594190,Daphnia pulex,16.8749,0.144037,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594191,Daphnia pulex,27.1064,0.10132,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594192,Daphnia pulex,15.9783,0.120517,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594193,Daphnia pulex,12.8618,0.119867,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594196,Daphnia pulex,13.5739,0.151619,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594197,Daphnia pulex,24.9527,0.100971,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594199,Daphnia pulex,15.7418,0.125512,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594200,Daphnia pulex,9.73148,0.168506,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594201,Daphnia pulex,17.6872,0.12654,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594202,Daphnia pulex,25.3651,0.103501,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594203,Daphnia pulex,29.2039,0.10768,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594205,Daphnia pulex,14.1181,0.161933,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594206,Daphnia pulex,17.5456,0.149521,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594209,Daphnia pulex,8.02119,0.159768,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594222,Daphnia pulex,16.7857,0.118918,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594223,Daphnia pulex,15.1385,0.142465,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594226,Daphnia pulex,10.7646,0.16177,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594229,Daphnia pulex,14.6211,0.13621,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594230,Daphnia pulex,23.648,0.116179,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594231,Daphnia pulex,26.8867,0.102589,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594232,Daphnia pulex,8.3243,0.157925,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594233,Daphnia pulex,25.9494,0.117141,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594236,Daphnia pulex,16.0471,0.15666,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594237,Daphnia pulex,21.9611,0.103557,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594242,Daphnia pulex,20.736,0.103184,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594243,Daphnia pulex,12.0829,0.118313,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594254,Daphnia pulex,13.8577,0.120869,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594257,Daphnia pulex,17.8448,0.114012,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594260,Daphnia pulex,26.1116,0.102429,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594261,Daphnia pulex,30.411,0.101153,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594262,Daphnia pulex,11.4637,0.18049,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594263,Daphnia pulex,24.4839,0.107475,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594265,Daphnia pulex,15.8893,0.14157,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594266,Daphnia pulex,7.94309,0.1768,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594267,Daphnia pulex,31.1906,0.110863,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711183,SRR7594278,Daphnia pulex,23.5275,0.12681,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589093,Daphnia pulex,8.60521,0.122782,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589094,Daphnia pulex,6.29944,0.163581,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589100,Daphnia pulex,12.9754,0.113525,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589105,Daphnia pulex,7.16696,0.160288,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589109,Daphnia pulex,6.09215,0.152722,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589112,Daphnia pulex,5.85392,0.18798,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589116,Daphnia pulex,5.30193,0.143337,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589125,Daphnia pulex,6.99544,0.146937,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589127,Daphnia pulex,5.59609,0.159175,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589136,Daphnia pulex,4.13705,0.165573,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589137,Daphnia pulex,7.29986,0.135409,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589138,Daphnia pulex,8.76871,0.134347,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589150,Daphnia pulex,9.47594,0.113915,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589155,Daphnia pulex,7.62743,0.129844,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589168,Daphnia pulex,9.72188,0.120888,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589174,Daphnia pulex,4.89716,0.158889,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589175,Daphnia pulex,11.8386,0.10678,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589177,Daphnia pulex,8.18851,0.125495,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589181,Daphnia pulex,5.8242,0.178552,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589183,Daphnia pulex,5.99339,0.139426,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589088,Daphnia pulex,6.63443,0.16664,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589089,Daphnia pulex,11.6394,0.117951,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589090,Daphnia pulex,10.1652,0.130557,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589095,Daphnia pulex,4.99075,0.141101,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589097,Daphnia pulex,5.47239,0.171734,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589099,Daphnia pulex,6.325,0.158724,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589103,Daphnia pulex,4.77914,0.16586,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589119,Daphnia pulex,8.15448,0.126516,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589131,Daphnia pulex,10.5347,0.116732,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589132,Daphnia pulex,6.52356,0.127689,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589133,Daphnia pulex,5.1103,0.183691,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589139,Daphnia pulex,7.92105,0.148093,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589142,Daphnia pulex,6.71532,0.129159,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589158,Daphnia pulex,7.00467,0.121286,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589172,Daphnia pulex,7.98618,0.125775,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711177,SRR7589182,Daphnia pulex,4.944,0.146011,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689207,Daphnia pulex,17.9114,0.0997464,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689208,Daphnia pulex,18.165,0.0994237,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689209,Daphnia pulex,16.1765,0.0996703,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689210,Daphnia pulex,16.4985,0.0991001,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689211,Daphnia pulex,16.4976,0.0995725,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689212,Daphnia pulex,15.9155,0.101037,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689213,Daphnia pulex,16.192,0.0985784,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689214,Daphnia pulex,17.2873,0.102279,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689215,Daphnia pulex,17.9099,0.101115,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689216,Daphnia pulex,15.5641,0.10392,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689217,Daphnia pulex,17.8248,0.100207,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689218,Daphnia pulex,17.292,0.101931,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689219,Daphnia pulex,15.8607,0.102297,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689220,Daphnia pulex,17.8581,0.102531,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689221,Daphnia pulex,16.4233,0.104506,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689222,Daphnia pulex,15.6157,0.0990704,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689223,Daphnia pulex,17.0098,0.101052,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689224,Daphnia pulex,18.0595,0.10091,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689225,Daphnia pulex,17.3839,0.0986417,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA482684,SAMN09711184,SRR12689226,Daphnia pulex,15.6254,0.101149,96 adults,SRA,N,37.0902,-95.7129,NorthAmerica,NA
PRJNA513203,SAMN10698312,SRR8401619,Daphnia pulex,18.1219,0.0992739,KAP-00091,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698315,SRR8401623,Daphnia pulex,17.7059,0.0988877,KAP-00098,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698277,SRR8401624,Daphnia pulex,19.1791,0.0984959,KAP-00099,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698278,SRR8401625,Daphnia pulex,20.0008,0.0970366,KAP-00100,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698360,SRR8401626,Daphnia pulex,11.4554,0.111802,TEX-00059,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698350,SRR8401627,Daphnia pulex,9.52626,0.123418,TEX-00058,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698359,SRR8401628,Daphnia pulex,11.84,0.111831,TEX-00055,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698349,SRR8401629,Daphnia pulex,9.18925,0.131046,TEX-00050,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698363,SRR8401630,Daphnia pulex,4.38391,0.150909,TEX-00084,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698362,SRR8401631,Daphnia pulex,10.3635,0.113275,TEX-00082,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698351,SRR8401632,Daphnia pulex,10.1174,0.112854,TEX-00076,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698361,SRR8401633,Daphnia pulex,12.1606,0.106484,TEX-00066,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698365,SRR8401634,Daphnia pulex,10.8329,0.111047,TEX-00086,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698364,SRR8401635,Daphnia pulex,10.2161,0.115233,TEX-00085,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698394,SRR8401636,Daphnia pulex,17.3553,0.101756,LPB-00090,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698369,SRR8401637,Daphnia pulex,10.6334,0.113552,TEX-00122,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698368,SRR8401638,Daphnia pulex,10.7255,0.111057,TEX-00119,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698354,SRR8401639,Daphnia pulex,9.74349,0.111245,TEX-00120,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698352,SRR8401640,Daphnia pulex,11.2786,0.110813,TEX-00103,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698353,SRR8401641,Daphnia pulex,10.1674,0.115525,TEX-00114,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698366,SRR8401642,Daphnia pulex,11.5712,0.113938,TEX-00098,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698392,SRR8401644,Daphnia pulex,9.1778,0.113039,LPB-00052,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698393,SRR8401645,Daphnia pulex,8.48282,0.115248,LPB-00053,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698244,SRR8401646,Daphnia pulex,8.29864,0.114206,KAP-00006,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698283,SRR8401647,Daphnia pulex,8.71169,0.110004,KAP-00005,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698282,SRR8401648,Daphnia pulex,12.7136,0.103588,KAP-00004,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698243,SRR8401649,Daphnia pulex,3.78724,0.15677,KAP-00003,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698246,SRR8401650,Daphnia pulex,21.8954,0.097323,KAP-00012,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698285,SRR8401651,Daphnia pulex,8.55779,0.110059,KAP-00010,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698245,SRR8401653,Daphnia pulex,4.23428,0.162229,KAP-00007,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698248,SRR8401654,Daphnia pulex,23.6343,0.0974562,KAP-00015,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698247,SRR8401655,Daphnia pulex,14.0513,0.102683,KAP-00014,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698397,SRR8401656,Daphnia pulex,8.80838,0.115439,LPB-00017,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698388,SRR8401657,Daphnia pulex,23.6716,0.098777,LPB-00025,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698273,SRR8401658,Daphnia pulex,19.7459,0.0987608,KAP-00083,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698310,SRR8401659,Daphnia pulex,16.6659,0.0992724,KAP-00081,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698271,SRR8401660,Daphnia pulex,19.1424,0.0978116,KAP-00075,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698270,SRR8401661,Daphnia pulex,46.7976,0.0919786,KAP-00073,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698309,SRR8401663,Daphnia pulex,19.7142,0.100599,KAP-00079,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698306,SRR8401664,Daphnia pulex,19.0799,0.0989057,KAP-00069,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698305,SRR8401665,Daphnia pulex,19.6068,0.098583,KAP-00068,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698308,SRR8401666,Daphnia pulex,19.3447,0.0996107,KAP-00071,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698307,SRR8401667,Daphnia pulex,18.9182,0.0996437,KAP-00070,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698378,SRR8401668,Daphnia pulex,5.81024,0.128902,NFL-00060,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698379,SRR8401669,Daphnia pulex,17.7113,0.10303,NFL-00067,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698407,SRR8401670,Daphnia pulex,10.2012,0.10637,LPB-00117,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698408,SRR8401671,Daphnia pulex,9.32477,0.113895,LPB-00120,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698409,SRR8401672,Daphnia pulex,10.8841,0.109818,LPB-00124,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698372,SRR8401673,Daphnia pulex,5.16772,0.135649,NFL-00002,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698373,SRR8401674,Daphnia pulex,10.8257,0.109685,NFL-00010,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698375,SRR8401676,Daphnia pulex,16.341,0.10148,NFL-00042,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698377,SRR8401678,Daphnia pulex,20.4428,0.09974,NFL-00055,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698406,SRR8401679,Daphnia pulex,12.1312,0.108843,LPB-00113,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698401,SRR8401680,Daphnia pulex,26.7903,0.0973636,LPB-00092,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698269,SRR8401681,Daphnia pulex,21.5223,0.0958402,KAP-00064,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698304,SRR8401682,Daphnia pulex,16.6674,0.0987229,KAP-00065,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698268,SRR8401683,Daphnia pulex,22.0171,0.0989378,KAP-00061,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698303,SRR8401684,Daphnia pulex,16.9731,0.101342,KAP-00063,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698267,SRR8401685,Daphnia pulex,22.1835,0.0964346,KAP-00059,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698302,SRR8401686,Daphnia pulex,18.9214,0.0999897,KAP-00060,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698265,SRR8401687,Daphnia pulex,20.2225,0.0964422,KAP-00056,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698266,SRR8401688,Daphnia pulex,19.8953,0.100206,KAP-00057,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698264,SRR8401689,Daphnia pulex,10.3059,0.106767,KAP-00054,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698301,SRR8401690,Daphnia pulex,24.0697,0.0952229,KAP-00055,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698385,SRR8401691,Daphnia pulex,14.4076,0.10566,NFL-00110,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698384,SRR8401692,Daphnia pulex,15.9787,0.105727,NFL-00105,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698371,SRR8401693,Daphnia pulex,19.8034,0.100277,NFL-00092,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698383,SRR8401694,Daphnia pulex,6.47267,0.12366,NFL-00087,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698382,SRR8401695,Daphnia pulex,6.45038,0.125216,NFL-00082,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698381,SRR8401696,Daphnia pulex,19.9377,0.101397,NFL-00072,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698370,SRR8401697,Daphnia pulex,14.6651,0.105722,NFL-00071,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698322,SRR8401699,Daphnia pulex,14.3071,0.100617,POV-00002,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698386,SRR8401700,Daphnia pulex,14.023,0.105701,NFL-00111,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698262,SRR8401702,Daphnia pulex,19.198,0.0977362,KAP-00052,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698260,SRR8401703,Daphnia pulex,25.1925,0.0963524,KAP-00046,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698297,SRR8401704,Daphnia pulex,13.8493,0.101729,KAP-00045,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698295,SRR8401706,Daphnia pulex,19.5586,0.0999362,KAP-00041,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698261,SRR8401707,Daphnia pulex,26.1435,0.0945206,KAP-00051,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698300,SRR8401708,Daphnia pulex,23.8222,0.0964263,KAP-00050,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698299,SRR8401709,Daphnia pulex,17.9144,0.0994866,KAP-00048,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698298,SRR8401710,Daphnia pulex,20.8736,0.096709,KAP-00047,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698332,SRR8401711,Daphnia pulex,14.4735,0.099824,POV-00018,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698333,SRR8401712,Daphnia pulex,15.6555,0.102004,POV-00025,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698330,SRR8401713,Daphnia pulex,15.0572,0.100868,POV-00012,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698331,SRR8401714,Daphnia pulex,14.9522,0.0970024,POV-00015,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698324,SRR8401715,Daphnia pulex,15.8092,0.10141,POV-00047,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698335,SRR8401716,Daphnia pulex,15.7338,0.103141,POV-00055,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698334,SRR8401717,Daphnia pulex,14.6616,0.102706,POV-00026,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698323,SRR8401718,Daphnia pulex,16.2567,0.09808,POV-00043,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698400,SRR8401719,Daphnia pulex,20.5866,0.098932,LPB-00061,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698399,SRR8401720,Daphnia pulex,22.6014,0.0999423,LPB-00055,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698336,SRR8401721,Daphnia pulex,15.762,0.101332,POV-00063,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698337,SRR8401722,Daphnia pulex,16.559,0.100502,POV-00064,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698403,SRR8401723,Daphnia pulex,20.7711,0.100231,LPB-00097,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698402,SRR8401724,Daphnia pulex,8.71842,0.116877,LPB-00096,SRA,N,NA,NA,NorthAmerica,NA
PRJNA513203,SAMN10698405,SRR8401725,Daphnia pulex,10.8393,0.106751,LPB-00110,SRA,N,NA,NA,NorthAmerica,NA
