slurmID,Sample,Species,Continent,bam,fast.name,fast.wildcard,Origin,for.fasta,rev.fasta
609,SRR7592752,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
610,SRR7592753,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
611,SRR7592754,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
612,SRR8401691,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
613,SRR7592757,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
614,SRR7592759,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
615,SRR7592760,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
616,SRR7592761,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
617,SRR7592762,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
618,SRR7592763,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
619,SRR7592764,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
620,SRR7592765,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
621,SRR7592766,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
622,SRR7592767,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
623,SRR7592768,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
624,SRR7592769,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
625,SRR7592770,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
626,SRR7592771,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
627,SRR7592772,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
628,SRR7592773,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
629,SRR7592774,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
630,SRR7592775,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
631,SRR7592776,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
632,SRR7592777,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
633,SRR7592778,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
634,SRR7592779,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
635,SRR7592781,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
636,SRR7592782,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
637,SRR7592784,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
638,SRR7592785,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
639,SRR7592786,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
640,SRR7592787,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
641,SRR7592788,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
642,SRR7592789,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
643,SRR7592790,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
644,SRR7592791,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
645,SRR7592792,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
646,SRR7592793,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
647,SRR7592794,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
648,SRR7592795,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
649,SRR7592796,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
650,SRR7592797,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
651,SRR7592798,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
652,SRR7592799,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
653,SRR7592800,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
654,SRR8401676,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
655,SRR7592802,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
656,SRR7592803,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
657,SRR7592804,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
658,SRR7592805,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
659,SRR7592806,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
660,SRR7592807,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
661,SRR7592808,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
662,SRR7592809,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
663,SRR7592810,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
664,SRR7592811,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
665,SRR7592812,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
666,SRR7592813,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
667,SRR7592814,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
668,SRR7592815,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
669,SRR7592816,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
670,SRR8401697,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
671,SRR7592818,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
672,SRR7592823,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
673,SRR7592820,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
674,SRR7592822,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
675,SRR7592824,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
676,SRR7592825,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
677,SRR8401632,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
678,SRR7593839,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
679,SRR7593840,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
680,SRR7593841,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
681,SRR7593843,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
682,SRR7593844,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
683,SRR7593846,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
684,SRR7593847,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
685,SRR7593850,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
686,SRR8401635,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
687,SRR7593852,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
688,SRR7593854,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
689,SRR7593855,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
690,SRR7593856,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
691,SRR7593857,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
692,SRR7593858,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
693,SRR7593859,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
694,SRR7593860,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
695,SRR8401642,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
696,SRR7593862,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
697,SRR7593863,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
698,SRR7593864,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
699,SRR7593865,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
700,SRR7593866,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
701,SRR8401640,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
702,SRR8401641,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
703,SRR7593869,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
704,SRR7593870,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
705,SRR7593871,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
706,SRR7593872,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
707,SRR7593873,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
708,SRR7593875,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
709,SRR7593876,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
710,SRR7593877,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
711,SRR7593878,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
712,SRR7593879,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
713,SRR7593880,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
714,SRR7593881,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
715,SRR8401639,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
716,SRR8401637,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
717,SRR7593884,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
718,SRR8401738,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
719,SRR7593886,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
720,SRR7593887,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
721,SRR7593888,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
722,SRR7593889,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
723,SRR7593890,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
724,SRR7593891,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
725,SRR7593892,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
726,SRR7593893,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
727,SRR7593895,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
728,SRR7593897,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
729,SRR7593898,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
730,SRR8401744,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
731,SRR7593900,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
732,SRR7593901,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
733,SRR7593903,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
734,SRR7593905,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
735,SRR7593906,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
736,SRR7593907,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
737,SRR7593908,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
738,SRR7593909,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
739,SRR7593910,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
740,SRR7593913,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
741,SRR7593915,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
742,SRR7593916,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
743,SRR7593917,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
744,SRR7593918,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
745,SRR7593919,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
746,SRR7593920,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
747,SRR7593921,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
748,SRR7593922,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
749,SRR7593923,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
750,SRR7593924,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
751,SRR7593925,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
752,SRR8401626,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
753,SRR7593927,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
754,SRR7593928,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
755,SRR7593929,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
756,SRR8401628,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
757,SRR7593931,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
758,SRR7593932,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
759,SRR7593933,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
760,SRR7594184,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
761,SRR7594185,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
762,SRR7594187,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
763,SRR7594188,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
764,SRR7594189,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
765,SRR7594190,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
766,SRR7594191,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
767,SRR7594192,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
768,SRR7594193,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
769,SRR7594196,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
770,SRR7594197,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
771,SRR7594199,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
772,SRR7594200,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
773,SRR7594201,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
774,SRR7594202,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
775,SRR7594205,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
776,SRR7594206,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
777,SRR7594208,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
778,SRR7594209,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
779,SRR7594210,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
780,SRR7594215,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
781,SRR7594223,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
782,SRR7594226,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
783,SRR7594235,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
784,SRR7594229,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
785,SRR7594230,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
786,SRR7594232,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
787,SRR7594233,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
788,SRR7594234,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
789,SRR7594236,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
790,SRR7594237,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
791,SRR7594238,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
792,SRR7594239,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
793,SRR7594241,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
794,SRR7594242,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
795,SRR7594244,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
796,SRR7594245,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
797,SRR7594243,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
798,SRR7594253,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
799,SRR7594254,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
800,SRR7594255,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
801,SRR7594256,Daphnia pulex,NorthAmerica,/scratch/csm6hg/daphnia_phylo/all_bam/final_bam,NA,NA,SRA,NA,NA
