ID,BioProject,BioSample,Run,Organism,lat,lon,counts
1441,PRJNA482684,SAMN09711177,SRR7589172,Daphnia pulex,40.1287,-88.214,861
1442,PRJNA482684,SAMN09711177,SRR7589173,Daphnia pulex,40.1287,-88.214,861
1443,PRJNA482684,SAMN09711177,SRR7589176,Daphnia pulex,40.1287,-88.214,861
1444,PRJNA482684,SAMN09711177,SRR7589178,Daphnia pulex,40.1287,-88.214,861
1445,PRJNA482684,SAMN09711177,SRR7589179,Daphnia pulex,40.1287,-88.214,861
1446,PRJNA482684,SAMN09711177,SRR7589182,Daphnia pulex,40.1287,-88.214,861
1447,PRJNA482684,SAMN09711184,SRR12689207,Daphnia pulex,42.75,-85.35,861
1448,PRJNA482684,SAMN09711184,SRR12689208,Daphnia pulex,42.75,-85.35,861
1449,PRJNA482684,SAMN09711184,SRR12689209,Daphnia pulex,42.75,-85.35,861
1450,PRJNA482684,SAMN09711184,SRR12689210,Daphnia pulex,42.75,-85.35,861
1451,PRJNA482684,SAMN09711184,SRR12689211,Daphnia pulex,42.75,-85.35,861
1452,PRJNA482684,SAMN09711184,SRR12689212,Daphnia pulex,42.75,-85.35,861
1453,PRJNA482684,SAMN09711184,SRR12689213,Daphnia pulex,42.75,-85.35,861
1454,PRJNA482684,SAMN09711184,SRR12689214,Daphnia pulex,42.75,-85.35,861
1455,PRJNA482684,SAMN09711184,SRR12689215,Daphnia pulex,42.75,-85.35,861
1456,PRJNA482684,SAMN09711184,SRR12689216,Daphnia pulex,42.75,-85.35,861
1457,PRJNA482684,SAMN09711184,SRR12689217,Daphnia pulex,42.75,-85.35,861
1458,PRJNA482684,SAMN09711184,SRR12689218,Daphnia pulex,42.75,-85.35,861
1459,PRJNA482684,SAMN09711184,SRR12689219,Daphnia pulex,42.75,-85.35,861
1460,PRJNA482684,SAMN09711184,SRR12689220,Daphnia pulex,42.75,-85.35,861
1461,PRJNA482684,SAMN09711184,SRR12689221,Daphnia pulex,42.75,-85.35,861
1462,PRJNA482684,SAMN09711184,SRR12689222,Daphnia pulex,42.75,-85.35,861
1463,PRJNA482684,SAMN09711184,SRR12689223,Daphnia pulex,42.75,-85.35,861
1464,PRJNA482684,SAMN09711184,SRR12689224,Daphnia pulex,42.75,-85.35,861
1465,PRJNA482684,SAMN09711184,SRR12689225,Daphnia pulex,42.75,-85.35,861
1466,PRJNA482684,SAMN09711184,SRR12689226,Daphnia pulex,42.75,-85.35,861
1467,PRJNA513203,SAMN10698312,SRR8401619,Daphnia pulex,40.1224,-87.7366,167
1468,PRJNA513203,SAMN10698313,SRR8401620,Daphnia pulex,40.1224,-87.7366,167
1469,PRJNA513203,SAMN10698314,SRR8401621,Daphnia pulex,40.1224,-87.7366,167
1470,PRJNA513203,SAMN10698276,SRR8401622,Daphnia pulex,40.1224,-87.7366,167
1471,PRJNA513203,SAMN10698315,SRR8401623,Daphnia pulex,40.1224,-87.7366,167
1472,PRJNA513203,SAMN10698277,SRR8401624,Daphnia pulex,40.1224,-87.7366,167
1473,PRJNA513203,SAMN10698278,SRR8401625,Daphnia pulex,40.1224,-87.7366,167
1474,PRJNA513203,SAMN10698360,SRR8401626,Daphnia pulex,42.2,-83.6,167
1475,PRJNA513203,SAMN10698350,SRR8401627,Daphnia pulex,42.2,-83.6,167
1476,PRJNA513203,SAMN10698359,SRR8401628,Daphnia pulex,42.2,-83.6,167
1477,PRJNA513203,SAMN10698349,SRR8401629,Daphnia pulex,42.2,-83.6,167
1478,PRJNA513203,SAMN10698363,SRR8401630,Daphnia pulex,42.2,-83.6,167
1479,PRJNA513203,SAMN10698362,SRR8401631,Daphnia pulex,42.2,-83.6,167
1480,PRJNA513203,SAMN10698351,SRR8401632,Daphnia pulex,42.2,-83.6,167
1481,PRJNA513203,SAMN10698361,SRR8401633,Daphnia pulex,42.2,-83.6,167
1482,PRJNA513203,SAMN10698365,SRR8401634,Daphnia pulex,42.2,-83.6,167
1483,PRJNA513203,SAMN10698364,SRR8401635,Daphnia pulex,42.2,-83.6,167
1484,PRJNA513203,SAMN10698394,SRR8401636,Daphnia pulex,42.6798,-80.4528,167
1485,PRJNA513203,SAMN10698369,SRR8401637,Daphnia pulex,42.2,-83.6,167
1486,PRJNA513203,SAMN10698368,SRR8401638,Daphnia pulex,42.2,-83.6,167
1487,PRJNA513203,SAMN10698354,SRR8401639,Daphnia pulex,42.2,-83.6,167
1488,PRJNA513203,SAMN10698352,SRR8401640,Daphnia pulex,42.2,-83.6,167
1489,PRJNA513203,SAMN10698353,SRR8401641,Daphnia pulex,42.2,-83.6,167
1490,PRJNA513203,SAMN10698366,SRR8401642,Daphnia pulex,42.2,-83.6,167
1491,PRJNA513203,SAMN10698367,SRR8401643,Daphnia pulex,42.2,-83.6,167
1492,PRJNA513203,SAMN10698392,SRR8401644,Daphnia pulex,42.6798,-80.4528,167
1493,PRJNA513203,SAMN10698393,SRR8401645,Daphnia pulex,42.6798,-80.4528,167
1494,PRJNA513203,SAMN10698244,SRR8401646,Daphnia pulex,40.1224,-87.7366,167
1495,PRJNA513203,SAMN10698283,SRR8401647,Daphnia pulex,40.1224,-87.7366,167
1496,PRJNA513203,SAMN10698282,SRR8401648,Daphnia pulex,40.1224,-87.7366,167
1497,PRJNA513203,SAMN10698243,SRR8401649,Daphnia pulex,40.1224,-87.7366,167
1498,PRJNA513203,SAMN10698246,SRR8401650,Daphnia pulex,40.1224,-87.7366,167
1499,PRJNA513203,SAMN10698285,SRR8401651,Daphnia pulex,40.1224,-87.7366,167
1500,PRJNA513203,SAMN10698284,SRR8401652,Daphnia pulex,40.1224,-87.7366,167
1501,PRJNA513203,SAMN10698245,SRR8401653,Daphnia pulex,40.1224,-87.7366,167
1502,PRJNA513203,SAMN10698248,SRR8401654,Daphnia pulex,40.1224,-87.7366,167
1503,PRJNA513203,SAMN10698247,SRR8401655,Daphnia pulex,40.1224,-87.7366,167
1504,PRJNA513203,SAMN10698397,SRR8401656,Daphnia pulex,42.6798,-80.4528,167
1505,PRJNA513203,SAMN10698388,SRR8401657,Daphnia pulex,42.6798,-80.4528,167
1506,PRJNA513203,SAMN10698273,SRR8401658,Daphnia pulex,40.1224,-87.7366,167
1507,PRJNA513203,SAMN10698310,SRR8401659,Daphnia pulex,40.1224,-87.7366,167
1508,PRJNA513203,SAMN10698271,SRR8401660,Daphnia pulex,40.1224,-87.7366,167
1509,PRJNA513203,SAMN10698270,SRR8401661,Daphnia pulex,40.1224,-87.7366,167
1510,PRJNA513203,SAMN10698272,SRR8401662,Daphnia pulex,40.1224,-87.7366,167
1511,PRJNA513203,SAMN10698309,SRR8401663,Daphnia pulex,40.1224,-87.7366,167
1512,PRJNA513203,SAMN10698306,SRR8401664,Daphnia pulex,40.1224,-87.7366,167
1513,PRJNA513203,SAMN10698305,SRR8401665,Daphnia pulex,40.1224,-87.7366,167
1514,PRJNA513203,SAMN10698308,SRR8401666,Daphnia pulex,40.1224,-87.7366,167
1515,PRJNA513203,SAMN10698307,SRR8401667,Daphnia pulex,40.1224,-87.7366,167
1516,PRJNA513203,SAMN10698378,SRR8401668,Daphnia pulex,39.9002,-84.9223,167
1517,PRJNA513203,SAMN10698379,SRR8401669,Daphnia pulex,39.9002,-84.9223,167
1518,PRJNA513203,SAMN10698407,SRR8401670,Daphnia pulex,42.6798,-80.4528,167
1519,PRJNA513203,SAMN10698408,SRR8401671,Daphnia pulex,42.6798,-80.4528,167
1520,PRJNA513203,SAMN10698409,SRR8401672,Daphnia pulex,42.6798,-80.4528,167
1521,PRJNA513203,SAMN10698372,SRR8401673,Daphnia pulex,39.9002,-84.9223,167
1522,PRJNA513203,SAMN10698373,SRR8401674,Daphnia pulex,39.9002,-84.9223,167
1523,PRJNA513203,SAMN10698374,SRR8401675,Daphnia pulex,39.9002,-84.9223,167
1524,PRJNA513203,SAMN10698375,SRR8401676,Daphnia pulex,39.9002,-84.9223,167
1525,PRJNA513203,SAMN10698376,SRR8401677,Daphnia pulex,39.9002,-84.9223,167
1526,PRJNA513203,SAMN10698377,SRR8401678,Daphnia pulex,39.9002,-84.9223,167
1527,PRJNA513203,SAMN10698406,SRR8401679,Daphnia pulex,42.6798,-80.4528,167
1528,PRJNA513203,SAMN10698401,SRR8401680,Daphnia pulex,42.6798,-80.4528,167
1529,PRJNA513203,SAMN10698269,SRR8401681,Daphnia pulex,40.1224,-87.7366,167
1530,PRJNA513203,SAMN10698304,SRR8401682,Daphnia pulex,40.1224,-87.7366,167
1531,PRJNA513203,SAMN10698268,SRR8401683,Daphnia pulex,40.1224,-87.7366,167
1532,PRJNA513203,SAMN10698303,SRR8401684,Daphnia pulex,40.1224,-87.7366,167
1533,PRJNA513203,SAMN10698267,SRR8401685,Daphnia pulex,40.1224,-87.7366,167
1534,PRJNA513203,SAMN10698302,SRR8401686,Daphnia pulex,40.1224,-87.7366,167
1535,PRJNA513203,SAMN10698265,SRR8401687,Daphnia pulex,40.1224,-87.7366,167
1536,PRJNA513203,SAMN10698266,SRR8401688,Daphnia pulex,40.1224,-87.7366,167
1537,PRJNA513203,SAMN10698264,SRR8401689,Daphnia pulex,40.1224,-87.7366,167
1538,PRJNA513203,SAMN10698301,SRR8401690,Daphnia pulex,40.1224,-87.7366,167
1539,PRJNA513203,SAMN10698385,SRR8401691,Daphnia pulex,39.9002,-84.9223,167
1540,PRJNA513203,SAMN10698384,SRR8401692,Daphnia pulex,39.9002,-84.9223,167
1541,PRJNA513203,SAMN10698371,SRR8401693,Daphnia pulex,39.9002,-84.9223,167
1542,PRJNA513203,SAMN10698383,SRR8401694,Daphnia pulex,39.9002,-84.9223,167
1543,PRJNA513203,SAMN10698382,SRR8401695,Daphnia pulex,39.9002,-84.9223,167
1544,PRJNA513203,SAMN10698381,SRR8401696,Daphnia pulex,39.9002,-84.9223,167
1545,PRJNA513203,SAMN10698370,SRR8401697,Daphnia pulex,39.9002,-84.9223,167
1546,PRJNA513203,SAMN10698380,SRR8401698,Daphnia pulex,39.9002,-84.9223,167
1547,PRJNA513203,SAMN10698322,SRR8401699,Daphnia pulex,42.75,-85.35,167
1548,PRJNA513203,SAMN10698386,SRR8401700,Daphnia pulex,39.9002,-84.9223,167
1549,PRJNA513203,SAMN10698263,SRR8401701,Daphnia pulex,40.1224,-87.7366,167
1550,PRJNA513203,SAMN10698262,SRR8401702,Daphnia pulex,40.1224,-87.7366,167
1551,PRJNA513203,SAMN10698260,SRR8401703,Daphnia pulex,40.1224,-87.7366,167
1552,PRJNA513203,SAMN10698297,SRR8401704,Daphnia pulex,40.1224,-87.7366,167
1553,PRJNA513203,SAMN10698296,SRR8401705,Daphnia pulex,40.1224,-87.7366,167
1554,PRJNA513203,SAMN10698295,SRR8401706,Daphnia pulex,40.1224,-87.7366,167
1555,PRJNA513203,SAMN10698261,SRR8401707,Daphnia pulex,40.1224,-87.7366,167
1556,PRJNA513203,SAMN10698300,SRR8401708,Daphnia pulex,40.1224,-87.7366,167
1557,PRJNA513203,SAMN10698299,SRR8401709,Daphnia pulex,40.1224,-87.7366,167
1558,PRJNA513203,SAMN10698298,SRR8401710,Daphnia pulex,40.1224,-87.7366,167
1559,PRJNA513203,SAMN10698332,SRR8401711,Daphnia pulex,42.75,-85.35,167
1560,PRJNA513203,SAMN10698333,SRR8401712,Daphnia pulex,42.75,-85.35,167
1561,PRJNA513203,SAMN10698330,SRR8401713,Daphnia pulex,42.75,-85.35,167
1562,PRJNA513203,SAMN10698331,SRR8401714,Daphnia pulex,42.75,-85.35,167
1563,PRJNA513203,SAMN10698324,SRR8401715,Daphnia pulex,42.75,-85.35,167
1564,PRJNA513203,SAMN10698335,SRR8401716,Daphnia pulex,42.75,-85.35,167
1565,PRJNA513203,SAMN10698334,SRR8401717,Daphnia pulex,42.75,-85.35,167
1566,PRJNA513203,SAMN10698323,SRR8401718,Daphnia pulex,42.75,-85.35,167
1567,PRJNA513203,SAMN10698400,SRR8401719,Daphnia pulex,42.6798,-80.4528,167
1568,PRJNA513203,SAMN10698399,SRR8401720,Daphnia pulex,42.6798,-80.4528,167
1569,PRJNA513203,SAMN10698336,SRR8401721,Daphnia pulex,42.75,-85.35,167
1570,PRJNA513203,SAMN10698337,SRR8401722,Daphnia pulex,42.75,-85.35,167
1571,PRJNA513203,SAMN10698403,SRR8401723,Daphnia pulex,42.6798,-80.4528,167
1572,PRJNA513203,SAMN10698402,SRR8401724,Daphnia pulex,42.6798,-80.4528,167
1573,PRJNA513203,SAMN10698405,SRR8401725,Daphnia pulex,42.6798,-80.4528,167
1574,PRJNA513203,SAMN10698404,SRR8401726,Daphnia pulex,42.6798,-80.4528,167
1575,PRJNA513203,SAMN10698320,SRR8401727,Daphnia pulex,40.1224,-87.7366,167
1576,PRJNA513203,SAMN10698319,SRR8401728,Daphnia pulex,40.1224,-87.7366,167
1577,PRJNA513203,SAMN10698318,SRR8401729,Daphnia pulex,40.1224,-87.7366,167
1578,PRJNA513203,SAMN10698281,SRR8401730,Daphnia pulex,40.1224,-87.7366,167
1579,PRJNA513203,SAMN10698280,SRR8401731,Daphnia pulex,40.1224,-87.7366,167
1580,PRJNA513203,SAMN10698279,SRR8401732,Daphnia pulex,40.1224,-87.7366,167
1581,PRJNA513203,SAMN10698317,SRR8401733,Daphnia pulex,40.1224,-87.7366,167
1582,PRJNA513203,SAMN10698316,SRR8401734,Daphnia pulex,40.1224,-87.7366,167
1583,PRJNA513203,SAMN10698387,SRR8401735,Daphnia pulex,42.6798,-80.4528,167
1584,PRJNA513203,SAMN10698321,SRR8401736,Daphnia pulex,40.1224,-87.7366,167
1585,PRJNA513203,SAMN10698345,SRR8401737,Daphnia pulex,42.2,-83.6,167
1586,PRJNA513203,SAMN10698357,SRR8401738,Daphnia pulex,42.2,-83.6,167
1587,PRJNA513203,SAMN10698358,SRR8401739,Daphnia pulex,42.2,-83.6,167
1588,PRJNA513203,SAMN10698346,SRR8401740,Daphnia pulex,42.2,-83.6,167
1589,PRJNA513203,SAMN10698343,SRR8401741,Daphnia pulex,42.75,-85.35,167
1590,PRJNA513203,SAMN10698344,SRR8401742,Daphnia pulex,42.75,-85.35,167
1591,PRJNA513203,SAMN10698355,SRR8401743,Daphnia pulex,42.2,-83.6,167
1592,PRJNA513203,SAMN10698356,SRR8401744,Daphnia pulex,42.2,-83.6,167
1593,PRJNA513203,SAMN10698347,SRR8401745,Daphnia pulex,42.2,-83.6,167
1594,PRJNA513203,SAMN10698348,SRR8401746,Daphnia pulex,42.2,-83.6,167
1595,PRJNA513203,SAMN10698274,SRR8401747,Daphnia pulex,40.1224,-87.7366,167
1596,PRJNA513203,SAMN10698275,SRR8401748,Daphnia pulex,40.1224,-87.7366,167
1597,PRJNA513203,SAMN10698311,SRR8401749,Daphnia pulex,40.1224,-87.7366,167
1598,PRJNA513203,SAMN10698257,SRR8401750,Daphnia pulex,40.1224,-87.7366,167
1599,PRJNA513203,SAMN10698292,SRR8401751,Daphnia pulex,40.1224,-87.7366,167
1600,PRJNA513203,SAMN10698258,SRR8401752,Daphnia pulex,40.1224,-87.7366,167
1601,PRJNA513203,SAMN10698259,SRR8401753,Daphnia pulex,40.1224,-87.7366,167
1602,PRJNA513203,SAMN10698290,SRR8401754,Daphnia pulex,40.1224,-87.7366,167
1603,PRJNA513203,SAMN10698255,SRR8401755,Daphnia pulex,40.1224,-87.7366,167
1604,PRJNA513203,SAMN10698256,SRR8401756,Daphnia pulex,40.1224,-87.7366,167
1605,PRJNA513203,SAMN10698291,SRR8401757,Daphnia pulex,40.1224,-87.7366,167
1606,PRJNA513203,SAMN10698293,SRR8401758,Daphnia pulex,40.1224,-87.7366,167
1607,PRJNA513203,SAMN10698294,SRR8401759,Daphnia pulex,40.1224,-87.7366,167
1608,PRJNA513203,SAMN10698339,SRR8401760,Daphnia pulex,42.75,-85.35,167
1609,PRJNA513203,SAMN10698338,SRR8401761,Daphnia pulex,42.75,-85.35,167
1610,PRJNA513203,SAMN10698325,SRR8401762,Daphnia pulex,42.75,-85.35,167
1611,PRJNA513203,SAMN10698340,SRR8401763,Daphnia pulex,42.75,-85.35,167
1612,PRJNA513203,SAMN10698327,SRR8401764,Daphnia pulex,42.75,-85.35,167
1613,PRJNA513203,SAMN10698326,SRR8401765,Daphnia pulex,42.75,-85.35,167
1614,PRJNA513203,SAMN10698329,SRR8401766,Daphnia pulex,42.75,-85.35,167
1615,PRJNA513203,SAMN10698328,SRR8401767,Daphnia pulex,42.75,-85.35,167
1616,PRJNA513203,SAMN10698342,SRR8401768,Daphnia pulex,42.75,-85.35,167
1617,PRJNA513203,SAMN10698341,SRR8401769,Daphnia pulex,42.75,-85.35,167
1618,PRJNA513203,SAMN10698395,SRR8401770,Daphnia pulex,42.6798,-80.4528,167
1619,PRJNA513203,SAMN10698396,SRR8401771,Daphnia pulex,42.6798,-80.4528,167
1620,PRJNA513203,SAMN10698390,SRR8401772,Daphnia pulex,42.6798,-80.4528,167
1621,PRJNA513203,SAMN10698391,SRR8401773,Daphnia pulex,42.6798,-80.4528,167
1622,PRJNA513203,SAMN10698398,SRR8401774,Daphnia pulex,42.6798,-80.4528,167
1623,PRJNA513203,SAMN10698389,SRR8401775,Daphnia pulex,42.6798,-80.4528,167
1624,PRJNA513203,SAMN10698286,SRR8401776,Daphnia pulex,40.1224,-87.7366,167
1625,PRJNA513203,SAMN10698249,SRR8401777,Daphnia pulex,40.1224,-87.7366,167
1626,PRJNA513203,SAMN10698287,SRR8401778,Daphnia pulex,40.1224,-87.7366,167
1627,PRJNA513203,SAMN10698250,SRR8401779,Daphnia pulex,40.1224,-87.7366,167
1628,PRJNA513203,SAMN10698288,SRR8401780,Daphnia pulex,40.1224,-87.7366,167
1629,PRJNA513203,SAMN10698251,SRR8401781,Daphnia pulex,40.1224,-87.7366,167
1630,PRJNA513203,SAMN10698289,SRR8401782,Daphnia pulex,40.1224,-87.7366,167
1631,PRJNA513203,SAMN10698252,SRR8401783,Daphnia pulex,40.1224,-87.7366,167
1632,PRJNA513203,SAMN10698254,SRR8401784,Daphnia pulex,40.1224,-87.7366,167
1633,PRJNA513203,SAMN10698253,SRR8401785,Daphnia pulex,40.1224,-87.7366,167
1634,PRJNA573527,SAMN12815777,SRR10159711,Daphnia pulex,-44,170.29,14
1635,PRJNA573527,SAMN12815776,SRR10159712,Daphnia pulex,NA,NA,14
1636,PRJNA573527,SAMN12815775,SRR10159713,Daphnia pulex,-44.07,170.1,14
1637,PRJNA573527,SAMN12815774,SRR10159714,Daphnia pulex,-44.15,169.51,14
1638,PRJNA573527,SAMN12815773,SRR10159715,Daphnia pulex,-44.998117,168.573089,14
1639,PRJNA573527,SAMN12815772,SRR10159716,Daphnia pulex,-45,168.43,14
1640,PRJNA573527,SAMN12815771,SRR10159717,Daphnia pulex,-44.59,168.48,14
1641,PRJNA573527,SAMN12815770,SRR10159718,Daphnia pulex,-44.3,169.17,14
1642,PRJNA573527,SAMN12815780,SRR10159719,Daphnia pulex,-44.3,169.08,14
1643,PRJNA573527,SAMN12815779,SRR10159720,Daphnia pulex,-45.3,168.3,14
1644,PRJNA573527,SAMN12815778,SRR10159721,Daphnia pulex,-45.3,168.3,14
1645,PRJNA573527,SAMN12815769,SRR10159722,Daphnia pulex,NA,NA,14
1646,PRJNA573527,SAMN12815768,SRR10159723,Daphnia pulex,-43.57,170.27,14
1647,PRJNA573527,SAMN14126927,SRR11101993,Daphnia pulex,-36.0468,173.8326,14
1648,PRJNA573529,SAMN12816632,SRR10160649,Daphnia pulex,NA,NA,42
1649,PRJNA573529,SAMN12816631,SRR10160650,Daphnia pulex,NA,NA,42
1650,PRJNA573529,SAMN12816630,SRR10160651,Daphnia pulex,NA,NA,42
1651,PRJNA573529,SAMN12816629,SRR10160652,Daphnia pulex,NA,NA,42
1652,PRJNA573529,SAMN12816667,SRR10160654,Daphnia pulex,NA,NA,42
1653,PRJNA573529,SAMN12816666,SRR10160655,Daphnia pulex,NA,NA,42
1654,PRJNA573529,SAMN12816665,SRR10160656,Daphnia pulex,NA,NA,42
1655,PRJNA573529,SAMN12816664,SRR10160657,Daphnia pulex,NA,NA,42
1656,PRJNA573529,SAMN12816663,SRR10160658,Daphnia pulex,NA,NA,42
1657,PRJNA573529,SAMN12816662,SRR10160660,Daphnia pulex,NA,NA,42
1658,PRJNA573529,SAMN12816661,SRR10160661,Daphnia pulex,NA,NA,42
1659,PRJNA573529,SAMN12816660,SRR10160662,Daphnia pulex,NA,NA,42
1660,PRJNA573529,SAMN12816659,SRR10160663,Daphnia pulex,NA,NA,42
1661,PRJNA573529,SAMN12816658,SRR10160664,Daphnia pulex,NA,NA,42
1662,PRJNA573529,SAMN12816657,SRR10160665,Daphnia pulex,NA,NA,42
1663,PRJNA573529,SAMN12816656,SRR10160666,Daphnia pulex,NA,NA,42
1664,PRJNA573529,SAMN12816655,SRR10160667,Daphnia pulex,NA,NA,42
1665,PRJNA573529,SAMN12816654,SRR10160668,Daphnia pulex,NA,NA,42
1666,PRJNA573529,SAMN12816653,SRR10160669,Daphnia pulex,NA,NA,42
1667,PRJNA573529,SAMN12816652,SRR10160671,Daphnia pulex,NA,NA,42
1668,PRJNA573529,SAMN12816651,SRR10160672,Daphnia pulex,NA,NA,42
1669,PRJNA573529,SAMN12816650,SRR10160673,Daphnia pulex,NA,NA,42
1670,PRJNA573529,SAMN12816649,SRR10160674,Daphnia pulex,NA,NA,42
1671,PRJNA573529,SAMN12816648,SRR10160675,Daphnia pulex,NA,NA,42
1672,PRJNA573529,SAMN12816647,SRR10160676,Daphnia pulex,NA,NA,42
1673,PRJNA573529,SAMN12816646,SRR10160677,Daphnia pulex,NA,NA,42
1674,PRJNA573529,SAMN12816645,SRR10160678,Daphnia pulex,NA,NA,42
1675,PRJNA573529,SAMN12816644,SRR10160679,Daphnia pulex,NA,NA,42
1676,PRJNA573529,SAMN12816643,SRR10160680,Daphnia pulex,NA,NA,42
1677,PRJNA573529,SAMN12816625,SRR10160681,Daphnia pulex,NA,NA,42
1678,PRJNA573529,SAMN12816642,SRR10160682,Daphnia pulex,NA,NA,42
1679,PRJNA573529,SAMN12816641,SRR10160683,Daphnia pulex,NA,NA,42
1680,PRJNA573529,SAMN12816640,SRR10160684,Daphnia pulex,NA,NA,42
1681,PRJNA573529,SAMN12816639,SRR10160685,Daphnia pulex,NA,NA,42
1682,PRJNA573529,SAMN12816638,SRR10160686,Daphnia pulex,NA,NA,42
1683,PRJNA573529,SAMN12816637,SRR10160687,Daphnia pulex,NA,NA,42
1684,PRJNA573529,SAMN12816636,SRR10160688,Daphnia pulex,NA,NA,42
1685,PRJNA573529,SAMN12816635,SRR10160689,Daphnia pulex,NA,NA,42
1686,PRJNA573529,SAMN12816634,SRR10160690,Daphnia pulex,NA,NA,42
1687,PRJNA573529,SAMN12816633,SRR10160691,Daphnia pulex,NA,NA,42
1688,PRJNA573529,SAMN12816624,SRR10160692,Daphnia pulex,NA,NA,42
1689,PRJNA573529,SAMN12816623,SRR10160693,Daphnia pulex,NA,NA,42
1690,PRJNA606523,SAMN16056579,SRR12586675,Daphnia pulex,NA,NA,8
1691,PRJNA606523,SAMN16056578,SRR12586676,Daphnia pulex,NA,NA,8
1692,PRJNA606523,SAMN16056577,SRR12586677,Daphnia pulex,NA,NA,8
1693,PRJNA606523,SAMN16056576,SRR12586678,Daphnia pulex,NA,NA,8
1694,PRJNA606523,SAMN16056575,SRR12586679,Daphnia pulex,NA,NA,8
1695,PRJNA606523,SAMN16056574,SRR12586680,Daphnia pulex,NA,NA,8
1696,PRJNA606523,SAMN16056573,SRR12586681,Daphnia pulex,NA,NA,8
1697,PRJNA606523,SAMN16056572,SRR12586682,Daphnia pulex,NA,NA,8
1698,PRJEB17737,SAMEA4537362,ERR1725674,Daphnia obtusa,NA,NA,4
1699,PRJEB17737,SAMEA4537363,ERR1725675,Daphnia obtusa,NA,NA,4
1700,PRJEB17737,SAMEA4537361,ERR1725673,Daphnia obtusa,NA,NA,4
1701,PRJEB17737,SAMEA4537364,ERR1725676,Daphnia obtusa,NA,NA,4
1702,PRJNA351263,SAMN05980085,SRR5012393,Daphnia obtusa,NA,NA,8
1703,PRJNA351263,SAMN05980085,SRR5012394,Daphnia obtusa,NA,NA,8
1704,PRJNA351263,SAMN05980085,SRR5012395,Daphnia obtusa,NA,NA,8
1705,PRJNA351263,SAMN05980085,SRR5012396,Daphnia obtusa,NA,NA,8
1706,PRJNA351263,SAMN05980085,SRR5012770,Daphnia obtusa,NA,NA,8
1707,PRJNA351263,SAMN05980085,SRR5012771,Daphnia obtusa,NA,NA,8
1708,PRJNA351263,SAMN05980085,SRR5012772,Daphnia obtusa,NA,NA,8
1709,PRJNA351263,SAMN05980085,SRR5012773,Daphnia obtusa,NA,NA,8
1710,PRJNA573529,SAMN12816670,SRR10160568,Daphnia obtusa,NA,NA,1
1711,PRJNA616071,SAMN14480918,SRR11443189,Daphnia obtusa,33.820472,80.822361,2
1712,PRJNA616071,SAMN14480918,SRR11443190,Daphnia obtusa,33.820472,80.822361,2
1713,PRJNA292080,SAMN03964756,SRR2148395,Daphnia pulicaria,NA,NA,14
1714,PRJNA292080,SAMN03964757,SRR2148396,Daphnia pulicaria,NA,NA,14
1715,PRJNA292080,SAMN03964758,SRR2148397,Daphnia pulicaria,NA,NA,14
1716,PRJNA292080,SAMN03964759,SRR2148398,Daphnia pulicaria,NA,NA,14
1717,PRJNA292080,SAMN03964760,SRR2148399,Daphnia pulicaria,NA,NA,14
1718,PRJNA292080,SAMN03964761,SRR2148400,Daphnia pulicaria,NA,NA,14
1719,PRJNA292080,SAMN03964762,SRR2148401,Daphnia pulicaria,NA,NA,14
1720,PRJNA292080,SAMN03964763,SRR2148402,Daphnia pulicaria,NA,NA,14
1721,PRJNA292080,SAMN03964764,SRR2148403,Daphnia pulicaria,NA,NA,14
1722,PRJNA292080,SAMN03964765,SRR2148404,Daphnia pulicaria,NA,NA,14
1723,PRJNA292080,SAMN03964766,SRR2148405,Daphnia pulicaria,NA,NA,14
1724,PRJNA292080,SAMN03964767,SRR2148406,Daphnia pulicaria,NA,NA,14
1725,PRJNA292080,SAMN03964768,SRR2148407,Daphnia pulicaria,NA,NA,14
1726,PRJNA292080,SAMN03964769,SRR2148408,Daphnia pulicaria,NA,NA,14
1727,PRJNA355243,SAMN06066755,SRR5098795,Daphnia pulex,NA,NA,4
1728,PRJNA355243,SAMN06066755,SRR5098796,Daphnia pulex,NA,NA,4
1729,PRJNA355243,SAMN06066755,SRR5098803,Daphnia pulex,NA,NA,4
1730,PRJNA355243,SAMN06066755,SRR5098804,Daphnia pulex,NA,NA,4
1731,PRJNA380400,SAMN07255455,SRR5712410,Daphnia pulicaria,NA,NA,9
1732,PRJNA380400,SAMN07255454,SRR5712411,Daphnia pulicaria,NA,NA,9
1733,PRJNA380400,SAMN07255453,SRR5712412,Daphnia pulicaria,NA,NA,9
1734,PRJNA380400,SAMN07255451,SRR5712414,Daphnia pulicaria,NA,NA,9
1735,PRJNA380400,SAMN07255450,SRR5712415,Daphnia pulicaria,NA,NA,9
1736,PRJNA380400,SAMN07255448,SRR5712417,Daphnia pulicaria,NA,NA,9
1737,PRJNA380400,SAMN07255456,SRR5712418,Daphnia pulicaria,NA,NA,9
1738,PRJNA380400,SAMN07255452,SRR5712413,Daphnia pulicaria,NA,NA,9
1739,PRJNA380400,SAMN07255449,SRR5712416,Daphnia pulicaria,NA,NA,9
1740,PRJNA386566,SAMN07108739,SRR5557242,Daphnia pulicaria,45.3784978,-92.821978,10
1741,PRJNA386566,SAMN07108740,SRR5557243,Daphnia pulicaria,45.3784978,-92.821978,10
1742,PRJNA386566,SAMN07108733,SRR5557244,Daphnia pulicaria,45.3784978,-92.821978,10
