ID,BioProject,BioSample,Run,Organism,lat,lon,counts
646,PRJNA482684,SAMN09711184,SRR7609413,Daphnia pulex,42.75,-85.35,861
647,PRJNA482684,SAMN09711184,SRR7609414,Daphnia pulex,42.75,-85.35,861
648,PRJNA482684,SAMN09711184,SRR7609415,Daphnia pulex,42.75,-85.35,861
649,PRJNA482684,SAMN09711184,SRR7609416,Daphnia pulex,42.75,-85.35,861
650,PRJNA482684,SAMN09711184,SRR7609417,Daphnia pulex,42.75,-85.35,861
651,PRJNA482684,SAMN09711184,SRR7609418,Daphnia pulex,42.75,-85.35,861
652,PRJNA482684,SAMN09711184,SRR7609419,Daphnia pulex,42.75,-85.35,861
653,PRJNA482684,SAMN09711184,SRR7609420,Daphnia pulex,42.75,-85.35,861
654,PRJNA482684,SAMN09711184,SRR7609421,Daphnia pulex,42.75,-85.35,861
655,PRJNA482684,SAMN09711184,SRR7609422,Daphnia pulex,42.75,-85.35,861
656,PRJNA482684,SAMN09711184,SRR7609423,Daphnia pulex,42.75,-85.35,861
657,PRJNA482684,SAMN09711184,SRR7609424,Daphnia pulex,42.75,-85.35,861
658,PRJNA482684,SAMN09711184,SRR7609425,Daphnia pulex,42.75,-85.35,861
659,PRJNA482684,SAMN09711184,SRR7609426,Daphnia pulex,42.75,-85.35,861
660,PRJNA482684,SAMN09711184,SRR7609427,Daphnia pulex,42.75,-85.35,861
661,PRJNA482684,SAMN09711184,SRR7609428,Daphnia pulex,42.75,-85.35,861
662,PRJNA482684,SAMN09711184,SRR7609429,Daphnia pulex,42.75,-85.35,861
663,PRJNA482684,SAMN09711184,SRR7609430,Daphnia pulex,42.75,-85.35,861
664,PRJNA482684,SAMN09711184,SRR7609431,Daphnia pulex,42.75,-85.35,861
665,PRJNA482684,SAMN09711184,SRR7609432,Daphnia pulex,42.75,-85.35,861
666,PRJNA482684,SAMN09711184,SRR7609433,Daphnia pulex,42.75,-85.35,861
667,PRJNA482684,SAMN09711184,SRR7609434,Daphnia pulex,42.75,-85.35,861
668,PRJNA482684,SAMN09711184,SRR7609435,Daphnia pulex,42.75,-85.35,861
669,PRJNA482684,SAMN09711184,SRR7609436,Daphnia pulex,42.75,-85.35,861
670,PRJNA482684,SAMN09711184,SRR7609437,Daphnia pulex,42.75,-85.35,861
671,PRJNA482684,SAMN09711184,SRR7609438,Daphnia pulex,42.75,-85.35,861
672,PRJNA482684,SAMN09711184,SRR7609439,Daphnia pulex,42.75,-85.35,861
673,PRJNA482684,SAMN09711184,SRR7609440,Daphnia pulex,42.75,-85.35,861
674,PRJNA482684,SAMN09711184,SRR7609441,Daphnia pulex,42.75,-85.35,861
675,PRJNA482684,SAMN09711184,SRR7609442,Daphnia pulex,42.75,-85.35,861
676,PRJNA482684,SAMN09711184,SRR7609443,Daphnia pulex,42.75,-85.35,861
677,PRJNA482684,SAMN09711184,SRR7609444,Daphnia pulex,42.75,-85.35,861
678,PRJNA482684,SAMN09711184,SRR7609445,Daphnia pulex,42.75,-85.35,861
679,PRJNA482684,SAMN09711184,SRR7609446,Daphnia pulex,42.75,-85.35,861
680,PRJNA482684,SAMN09711184,SRR7609447,Daphnia pulex,42.75,-85.35,861
681,PRJNA482684,SAMN09711184,SRR7609448,Daphnia pulex,42.75,-85.35,861
682,PRJNA482684,SAMN09711179,SRR7591933,Daphnia pulex,44.975,-93.3182,861
683,PRJNA482684,SAMN09711179,SRR7591934,Daphnia pulex,44.975,-93.3182,861
684,PRJNA482684,SAMN09711179,SRR7591936,Daphnia pulex,44.975,-93.3182,861
685,PRJNA482684,SAMN09711179,SRR7591937,Daphnia pulex,44.975,-93.3182,861
686,PRJNA482684,SAMN09711179,SRR7591942,Daphnia pulex,44.975,-93.3182,861
687,PRJNA482684,SAMN09711179,SRR7591943,Daphnia pulex,44.975,-93.3182,861
688,PRJNA482684,SAMN09711179,SRR7591944,Daphnia pulex,44.975,-93.3182,861
689,PRJNA482684,SAMN09711179,SRR7591945,Daphnia pulex,44.975,-93.3182,861
690,PRJNA482684,SAMN09711179,SRR7591946,Daphnia pulex,44.975,-93.3182,861
691,PRJNA482684,SAMN09711179,SRR7591948,Daphnia pulex,44.975,-93.3182,861
692,PRJNA482684,SAMN09711179,SRR7591949,Daphnia pulex,44.975,-93.3182,861
693,PRJNA482684,SAMN09711179,SRR7591951,Daphnia pulex,44.975,-93.3182,861
694,PRJNA482684,SAMN09711179,SRR7591952,Daphnia pulex,44.975,-93.3182,861
695,PRJNA482684,SAMN09711179,SRR7591953,Daphnia pulex,44.975,-93.3182,861
696,PRJNA482684,SAMN09711179,SRR7591954,Daphnia pulex,44.975,-93.3182,861
697,PRJNA482684,SAMN09711179,SRR7591960,Daphnia pulex,44.975,-93.3182,861
698,PRJNA482684,SAMN09711179,SRR7591961,Daphnia pulex,44.975,-93.3182,861
699,PRJNA482684,SAMN09711179,SRR7591962,Daphnia pulex,44.975,-93.3182,861
700,PRJNA482684,SAMN09711179,SRR7591964,Daphnia pulex,44.975,-93.3182,861
701,PRJNA482684,SAMN09711179,SRR7591966,Daphnia pulex,44.975,-93.3182,861
702,PRJNA482684,SAMN09711179,SRR7591968,Daphnia pulex,44.975,-93.3182,861
703,PRJNA482684,SAMN09711179,SRR7591969,Daphnia pulex,44.975,-93.3182,861
704,PRJNA482684,SAMN09711179,SRR7591970,Daphnia pulex,44.975,-93.3182,861
705,PRJNA482684,SAMN09711179,SRR7591974,Daphnia pulex,44.975,-93.3182,861
706,PRJNA482684,SAMN09711179,SRR7591977,Daphnia pulex,44.975,-93.3182,861
707,PRJNA482684,SAMN09711179,SRR7591978,Daphnia pulex,44.975,-93.3182,861
708,PRJNA482684,SAMN09711179,SRR7591979,Daphnia pulex,44.975,-93.3182,861
709,PRJNA482684,SAMN09711179,SRR7591981,Daphnia pulex,44.975,-93.3182,861
710,PRJNA482684,SAMN09711179,SRR7591984,Daphnia pulex,44.975,-93.3182,861
711,PRJNA482684,SAMN09711179,SRR7591986,Daphnia pulex,44.975,-93.3182,861
712,PRJNA482684,SAMN09711179,SRR7591988,Daphnia pulex,44.975,-93.3182,861
713,PRJNA482684,SAMN09711179,SRR7591995,Daphnia pulex,44.975,-93.3182,861
714,PRJNA482684,SAMN09711179,SRR7591997,Daphnia pulex,44.975,-93.3182,861
715,PRJNA482684,SAMN09711179,SRR7591998,Daphnia pulex,44.975,-93.3182,861
716,PRJNA482684,SAMN09711179,SRR7591999,Daphnia pulex,44.975,-93.3182,861
717,PRJNA482684,SAMN09711179,SRR7592002,Daphnia pulex,44.975,-93.3182,861
718,PRJNA482684,SAMN09711179,SRR7592004,Daphnia pulex,44.975,-93.3182,861
719,PRJNA482684,SAMN09711179,SRR7592006,Daphnia pulex,44.975,-93.3182,861
720,PRJNA482684,SAMN09711179,SRR7592007,Daphnia pulex,44.975,-93.3182,861
721,PRJNA482684,SAMN09711179,SRR7592009,Daphnia pulex,44.975,-93.3182,861
722,PRJNA482684,SAMN09711179,SRR7592010,Daphnia pulex,44.975,-93.3182,861
723,PRJNA482684,SAMN09711179,SRR7592012,Daphnia pulex,44.975,-93.3182,861
724,PRJNA482684,SAMN09711179,SRR7592013,Daphnia pulex,44.975,-93.3182,861
725,PRJNA482684,SAMN09711179,SRR7592015,Daphnia pulex,44.975,-93.3182,861
726,PRJNA482684,SAMN09711179,SRR7592016,Daphnia pulex,44.975,-93.3182,861
727,PRJNA482684,SAMN09711179,SRR7592017,Daphnia pulex,44.975,-93.3182,861
728,PRJNA482684,SAMN09711179,SRR7592018,Daphnia pulex,44.975,-93.3182,861
729,PRJNA482684,SAMN09711179,SRR7592020,Daphnia pulex,44.975,-93.3182,861
730,PRJNA482684,SAMN09711179,SRR7592021,Daphnia pulex,44.975,-93.3182,861
731,PRJNA482684,SAMN09711179,SRR7592025,Daphnia pulex,44.975,-93.3182,861
732,PRJNA482684,SAMN09711180,SRR7592064,Daphnia pulex,42.692643,-80.422095,861
733,PRJNA482684,SAMN09711180,SRR7592066,Daphnia pulex,42.692643,-80.422095,861
734,PRJNA482684,SAMN09711180,SRR7592069,Daphnia pulex,42.692643,-80.422095,861
735,PRJNA482684,SAMN09711180,SRR7592071,Daphnia pulex,42.692643,-80.422095,861
736,PRJNA482684,SAMN09711180,SRR7592075,Daphnia pulex,42.692643,-80.422095,861
737,PRJNA482684,SAMN09711180,SRR7592076,Daphnia pulex,42.692643,-80.422095,861
738,PRJNA482684,SAMN09711180,SRR7592078,Daphnia pulex,42.692643,-80.422095,861
739,PRJNA482684,SAMN09711180,SRR7592080,Daphnia pulex,42.692643,-80.422095,861
740,PRJNA482684,SAMN09711180,SRR7592082,Daphnia pulex,42.692643,-80.422095,861
741,PRJNA482684,SAMN09711180,SRR7592084,Daphnia pulex,42.692643,-80.422095,861
742,PRJNA482684,SAMN09711180,SRR7592086,Daphnia pulex,42.692643,-80.422095,861
743,PRJNA482684,SAMN09711180,SRR7592087,Daphnia pulex,42.692643,-80.422095,861
744,PRJNA482684,SAMN09711180,SRR7592089,Daphnia pulex,42.692643,-80.422095,861
745,PRJNA482684,SAMN09711180,SRR7592091,Daphnia pulex,42.692643,-80.422095,861
746,PRJNA482684,SAMN09711180,SRR7592093,Daphnia pulex,42.692643,-80.422095,861
747,PRJNA482684,SAMN09711180,SRR7592094,Daphnia pulex,42.692643,-80.422095,861
748,PRJNA482684,SAMN09711180,SRR7592096,Daphnia pulex,42.692643,-80.422095,861
749,PRJNA482684,SAMN09711180,SRR7592098,Daphnia pulex,42.692643,-80.422095,861
750,PRJNA482684,SAMN09711180,SRR7592100,Daphnia pulex,42.692643,-80.422095,861
751,PRJNA482684,SAMN09711180,SRR7592102,Daphnia pulex,42.692643,-80.422095,861
752,PRJNA482684,SAMN09711180,SRR7592106,Daphnia pulex,42.692643,-80.422095,861
753,PRJNA482684,SAMN09711180,SRR7592108,Daphnia pulex,42.692643,-80.422095,861
754,PRJNA482684,SAMN09711180,SRR7592110,Daphnia pulex,42.692643,-80.422095,861
755,PRJNA482684,SAMN09711180,SRR7592111,Daphnia pulex,42.692643,-80.422095,861
756,PRJNA482684,SAMN09711180,SRR7592112,Daphnia pulex,42.692643,-80.422095,861
757,PRJNA482684,SAMN09711180,SRR7592114,Daphnia pulex,42.692643,-80.422095,861
758,PRJNA482684,SAMN09711180,SRR7592116,Daphnia pulex,42.692643,-80.422095,861
759,PRJNA482684,SAMN09711180,SRR7592121,Daphnia pulex,42.692643,-80.422095,861
760,PRJNA482684,SAMN09711180,SRR7592122,Daphnia pulex,42.692643,-80.422095,861
761,PRJNA482684,SAMN09711180,SRR7592123,Daphnia pulex,42.692643,-80.422095,861
762,PRJNA482684,SAMN09711180,SRR7592124,Daphnia pulex,42.692643,-80.422095,861
763,PRJNA482684,SAMN09711180,SRR7592125,Daphnia pulex,42.692643,-80.422095,861
764,PRJNA482684,SAMN09711180,SRR7592128,Daphnia pulex,42.692643,-80.422095,861
765,PRJNA482684,SAMN09711180,SRR7592129,Daphnia pulex,42.692643,-80.422095,861
766,PRJNA482684,SAMN09711180,SRR7592131,Daphnia pulex,42.692643,-80.422095,861
767,PRJNA482684,SAMN09711180,SRR7592136,Daphnia pulex,42.692643,-80.422095,861
768,PRJNA482684,SAMN09711180,SRR7592137,Daphnia pulex,42.692643,-80.422095,861
769,PRJNA482684,SAMN09711180,SRR7592139,Daphnia pulex,42.692643,-80.422095,861
770,PRJNA482684,SAMN09711180,SRR7592143,Daphnia pulex,42.692643,-80.422095,861
771,PRJNA482684,SAMN09711180,SRR7592144,Daphnia pulex,42.692643,-80.422095,861
772,PRJNA482684,SAMN09711180,SRR7592146,Daphnia pulex,42.692643,-80.422095,861
773,PRJNA482684,SAMN09711180,SRR7592147,Daphnia pulex,42.692643,-80.422095,861
774,PRJNA482684,SAMN09711180,SRR7592148,Daphnia pulex,42.692643,-80.422095,861
775,PRJNA482684,SAMN09711180,SRR7592149,Daphnia pulex,42.692643,-80.422095,861
776,PRJNA482684,SAMN09711180,SRR7592151,Daphnia pulex,42.692643,-80.422095,861
777,PRJNA482684,SAMN09711180,SRR7592152,Daphnia pulex,42.692643,-80.422095,861
778,PRJNA482684,SAMN09711180,SRR7592153,Daphnia pulex,42.692643,-80.422095,861
779,PRJNA482684,SAMN09711180,SRR7592155,Daphnia pulex,42.692643,-80.422095,861
780,PRJNA482684,SAMN09711180,SRR7592157,Daphnia pulex,42.692643,-80.422095,861
781,PRJNA482684,SAMN09711180,SRR7592159,Daphnia pulex,42.692643,-80.422095,861
782,PRJNA482684,SAMN09711181,SRR7592391,Daphnia pulex,42.67977,-80.45277,861
783,PRJNA482684,SAMN09711181,SRR7592392,Daphnia pulex,42.67977,-80.45277,861
784,PRJNA482684,SAMN09711181,SRR7592393,Daphnia pulex,42.67977,-80.45277,861
785,PRJNA482684,SAMN09711181,SRR7592398,Daphnia pulex,42.67977,-80.45277,861
786,PRJNA482684,SAMN09711181,SRR7592400,Daphnia pulex,42.67977,-80.45277,861
787,PRJNA482684,SAMN09711181,SRR7592404,Daphnia pulex,42.67977,-80.45277,861
788,PRJNA482684,SAMN09711181,SRR7592407,Daphnia pulex,42.67977,-80.45277,861
789,PRJNA482684,SAMN09711181,SRR7592409,Daphnia pulex,42.67977,-80.45277,861
790,PRJNA482684,SAMN09711181,SRR7592411,Daphnia pulex,42.67977,-80.45277,861
791,PRJNA482684,SAMN09711181,SRR7592412,Daphnia pulex,42.67977,-80.45277,861
792,PRJNA482684,SAMN09711181,SRR7592414,Daphnia pulex,42.67977,-80.45277,861
793,PRJNA482684,SAMN09711181,SRR7592418,Daphnia pulex,42.67977,-80.45277,861
794,PRJNA482684,SAMN09711181,SRR7592420,Daphnia pulex,42.67977,-80.45277,861
795,PRJNA482684,SAMN09711181,SRR7592423,Daphnia pulex,42.67977,-80.45277,861
796,PRJNA482684,SAMN09711181,SRR7592424,Daphnia pulex,42.67977,-80.45277,861
797,PRJNA482684,SAMN09711181,SRR7592426,Daphnia pulex,42.67977,-80.45277,861
798,PRJNA482684,SAMN09711181,SRR7592427,Daphnia pulex,42.67977,-80.45277,861
799,PRJNA482684,SAMN09711181,SRR7592428,Daphnia pulex,42.67977,-80.45277,861
800,PRJNA482684,SAMN09711181,SRR7592432,Daphnia pulex,42.67977,-80.45277,861
801,PRJNA482684,SAMN09711181,SRR7592434,Daphnia pulex,42.67977,-80.45277,861
802,PRJNA482684,SAMN09711181,SRR7592435,Daphnia pulex,42.67977,-80.45277,861
803,PRJNA482684,SAMN09711181,SRR7592436,Daphnia pulex,42.67977,-80.45277,861
804,PRJNA482684,SAMN09711181,SRR7592438,Daphnia pulex,42.67977,-80.45277,861
805,PRJNA482684,SAMN09711181,SRR7592439,Daphnia pulex,42.67977,-80.45277,861
806,PRJNA482684,SAMN09711181,SRR7592442,Daphnia pulex,42.67977,-80.45277,861
807,PRJNA482684,SAMN09711181,SRR7592448,Daphnia pulex,42.67977,-80.45277,861
808,PRJNA482684,SAMN09711181,SRR7592449,Daphnia pulex,42.67977,-80.45277,861
809,PRJNA482684,SAMN09711181,SRR7592450,Daphnia pulex,42.67977,-80.45277,861
810,PRJNA482684,SAMN09711181,SRR7592455,Daphnia pulex,42.67977,-80.45277,861
811,PRJNA482684,SAMN09711181,SRR7592457,Daphnia pulex,42.67977,-80.45277,861
812,PRJNA482684,SAMN09711181,SRR7592460,Daphnia pulex,42.67977,-80.45277,861
813,PRJNA482684,SAMN09711181,SRR7592461,Daphnia pulex,42.67977,-80.45277,861
814,PRJNA482684,SAMN09711181,SRR7592462,Daphnia pulex,42.67977,-80.45277,861
815,PRJNA482684,SAMN09711181,SRR7592465,Daphnia pulex,42.67977,-80.45277,861
816,PRJNA482684,SAMN09711181,SRR7592468,Daphnia pulex,42.67977,-80.45277,861
817,PRJNA482684,SAMN09711181,SRR7592469,Daphnia pulex,42.67977,-80.45277,861
818,PRJNA482684,SAMN09711181,SRR7592472,Daphnia pulex,42.67977,-80.45277,861
819,PRJNA482684,SAMN09711181,SRR7592475,Daphnia pulex,42.67977,-80.45277,861
820,PRJNA482684,SAMN09711181,SRR7592477,Daphnia pulex,42.67977,-80.45277,861
821,PRJNA482684,SAMN09711181,SRR7592478,Daphnia pulex,42.67977,-80.45277,861
822,PRJNA482684,SAMN09711181,SRR7592481,Daphnia pulex,42.67977,-80.45277,861
823,PRJNA482684,SAMN09711181,SRR7592484,Daphnia pulex,42.67977,-80.45277,861
824,PRJNA482684,SAMN09711181,SRR7592485,Daphnia pulex,42.67977,-80.45277,861
825,PRJNA482684,SAMN09711178,SRR7592615,Daphnia pulex,46.66,-90.85,861
826,PRJNA482684,SAMN09711178,SRR7592617,Daphnia pulex,46.66,-90.85,861
827,PRJNA482684,SAMN09711178,SRR7592618,Daphnia pulex,46.66,-90.85,861
828,PRJNA482684,SAMN09711178,SRR7592620,Daphnia pulex,46.66,-90.85,861
829,PRJNA482684,SAMN09711178,SRR7592622,Daphnia pulex,46.66,-90.85,861
830,PRJNA482684,SAMN09711178,SRR7592623,Daphnia pulex,46.66,-90.85,861
831,PRJNA482684,SAMN09711178,SRR7592624,Daphnia pulex,46.66,-90.85,861
832,PRJNA482684,SAMN09711178,SRR7592626,Daphnia pulex,46.66,-90.85,861
833,PRJNA482684,SAMN09711178,SRR7592630,Daphnia pulex,46.66,-90.85,861
834,PRJNA482684,SAMN09711178,SRR7592631,Daphnia pulex,46.66,-90.85,861
835,PRJNA482684,SAMN09711178,SRR7592632,Daphnia pulex,46.66,-90.85,861
836,PRJNA482684,SAMN09711178,SRR7592633,Daphnia pulex,46.66,-90.85,861
837,PRJNA482684,SAMN09711178,SRR7592634,Daphnia pulex,46.66,-90.85,861
838,PRJNA482684,SAMN09711178,SRR7592636,Daphnia pulex,46.66,-90.85,861
839,PRJNA482684,SAMN09711178,SRR7592638,Daphnia pulex,46.66,-90.85,861
840,PRJNA482684,SAMN09711178,SRR7592639,Daphnia pulex,46.66,-90.85,861
841,PRJNA482684,SAMN09711178,SRR7592642,Daphnia pulex,46.66,-90.85,861
842,PRJNA482684,SAMN09711178,SRR7592644,Daphnia pulex,46.66,-90.85,861
843,PRJNA482684,SAMN09711178,SRR7592645,Daphnia pulex,46.66,-90.85,861
844,PRJNA482684,SAMN09711178,SRR7592648,Daphnia pulex,46.66,-90.85,861
845,PRJNA482684,SAMN09711178,SRR7592649,Daphnia pulex,46.66,-90.85,861
846,PRJNA482684,SAMN09711178,SRR7592651,Daphnia pulex,46.66,-90.85,861
847,PRJNA482684,SAMN09711178,SRR7592654,Daphnia pulex,46.66,-90.85,861
848,PRJNA482684,SAMN09711178,SRR7592656,Daphnia pulex,46.66,-90.85,861
849,PRJNA482684,SAMN09711178,SRR7592658,Daphnia pulex,46.66,-90.85,861
850,PRJNA482684,SAMN09711178,SRR7592659,Daphnia pulex,46.66,-90.85,861
851,PRJNA482684,SAMN09711178,SRR7592660,Daphnia pulex,46.66,-90.85,861
852,PRJNA482684,SAMN09711178,SRR7592661,Daphnia pulex,46.66,-90.85,861
853,PRJNA482684,SAMN09711178,SRR7592662,Daphnia pulex,46.66,-90.85,861
854,PRJNA482684,SAMN09711178,SRR7592663,Daphnia pulex,46.66,-90.85,861
855,PRJNA482684,SAMN09711178,SRR7592664,Daphnia pulex,46.66,-90.85,861
856,PRJNA482684,SAMN09711178,SRR7592665,Daphnia pulex,46.66,-90.85,861
857,PRJNA482684,SAMN09711178,SRR7592666,Daphnia pulex,46.66,-90.85,861
858,PRJNA482684,SAMN09711178,SRR7592667,Daphnia pulex,46.66,-90.85,861
859,PRJNA482684,SAMN09711178,SRR7592669,Daphnia pulex,46.66,-90.85,861
860,PRJNA482684,SAMN09711178,SRR7592671,Daphnia pulex,46.66,-90.85,861
861,PRJNA482684,SAMN09711178,SRR7592672,Daphnia pulex,46.66,-90.85,861
862,PRJNA482684,SAMN09711178,SRR7592673,Daphnia pulex,46.66,-90.85,861
863,PRJNA482684,SAMN09711178,SRR7592676,Daphnia pulex,46.66,-90.85,861
864,PRJNA482684,SAMN09711178,SRR7592677,Daphnia pulex,46.66,-90.85,861
865,PRJNA482684,SAMN09711178,SRR7592678,Daphnia pulex,46.66,-90.85,861
866,PRJNA482684,SAMN09711178,SRR7592679,Daphnia pulex,46.66,-90.85,861
867,PRJNA482684,SAMN09711178,SRR7592680,Daphnia pulex,46.66,-90.85,861
868,PRJNA482684,SAMN09711178,SRR7592681,Daphnia pulex,46.66,-90.85,861
869,PRJNA482684,SAMN09711178,SRR7592682,Daphnia pulex,46.66,-90.85,861
870,PRJNA482684,SAMN09711178,SRR7592683,Daphnia pulex,46.66,-90.85,861
871,PRJNA482684,SAMN09711178,SRR7592685,Daphnia pulex,46.66,-90.85,861
872,PRJNA482684,SAMN09711178,SRR7592687,Daphnia pulex,46.66,-90.85,861
873,PRJNA482684,SAMN09711178,SRR7592688,Daphnia pulex,46.66,-90.85,861
874,PRJNA482684,SAMN09711178,SRR7592690,Daphnia pulex,46.66,-90.85,861
875,PRJNA482684,SAMN09711178,SRR7592691,Daphnia pulex,46.66,-90.85,861
876,PRJNA482684,SAMN09711178,SRR7592692,Daphnia pulex,46.66,-90.85,861
877,PRJNA482684,SAMN09711178,SRR7592694,Daphnia pulex,46.66,-90.85,861
878,PRJNA482684,SAMN09711178,SRR7592696,Daphnia pulex,46.66,-90.85,861
879,PRJNA482684,SAMN09711178,SRR7592701,Daphnia pulex,46.66,-90.85,861
880,PRJNA482684,SAMN09711178,SRR7592702,Daphnia pulex,46.66,-90.85,861
881,PRJNA482684,SAMN09711178,SRR7592704,Daphnia pulex,46.66,-90.85,861
882,PRJNA482684,SAMN09711178,SRR7592706,Daphnia pulex,46.66,-90.85,861
883,PRJNA482684,SAMN09711178,SRR7592708,Daphnia pulex,46.66,-90.85,861
884,PRJNA482684,SAMN09711178,SRR7592709,Daphnia pulex,46.66,-90.85,861
885,PRJNA482684,SAMN09711182,SRR7592731,Daphnia pulex,39.9,-84.92,861
886,PRJNA482684,SAMN09711182,SRR7592732,Daphnia pulex,39.9,-84.92,861
887,PRJNA482684,SAMN09711182,SRR7592733,Daphnia pulex,39.9,-84.92,861
888,PRJNA482684,SAMN09711182,SRR7592734,Daphnia pulex,39.9,-84.92,861
889,PRJNA482684,SAMN09711182,SRR7592736,Daphnia pulex,39.9,-84.92,861
890,PRJNA482684,SAMN09711182,SRR7592737,Daphnia pulex,39.9,-84.92,861
891,PRJNA482684,SAMN09711182,SRR7592740,Daphnia pulex,39.9,-84.92,861
892,PRJNA482684,SAMN09711182,SRR7592744,Daphnia pulex,39.9,-84.92,861
893,PRJNA482684,SAMN09711182,SRR7592745,Daphnia pulex,39.9,-84.92,861
894,PRJNA482684,SAMN09711182,SRR7592747,Daphnia pulex,39.9,-84.92,861
895,PRJNA482684,SAMN09711182,SRR7592749,Daphnia pulex,39.9,-84.92,861
896,PRJNA482684,SAMN09711182,SRR7592750,Daphnia pulex,39.9,-84.92,861
897,PRJNA482684,SAMN09711182,SRR7592751,Daphnia pulex,39.9,-84.92,861
898,PRJNA482684,SAMN09711182,SRR7592752,Daphnia pulex,39.9,-84.92,861
899,PRJNA482684,SAMN09711182,SRR7592754,Daphnia pulex,39.9,-84.92,861
900,PRJNA482684,SAMN09711182,SRR7592760,Daphnia pulex,39.9,-84.92,861
901,PRJNA482684,SAMN09711182,SRR7592762,Daphnia pulex,39.9,-84.92,861
902,PRJNA482684,SAMN09711182,SRR7592764,Daphnia pulex,39.9,-84.92,861
903,PRJNA482684,SAMN09711182,SRR7592766,Daphnia pulex,39.9,-84.92,861
904,PRJNA482684,SAMN09711182,SRR7592768,Daphnia pulex,39.9,-84.92,861
905,PRJNA482684,SAMN09711182,SRR7592769,Daphnia pulex,39.9,-84.92,861
906,PRJNA482684,SAMN09711182,SRR7592771,Daphnia pulex,39.9,-84.92,861
907,PRJNA482684,SAMN09711182,SRR7592772,Daphnia pulex,39.9,-84.92,861
908,PRJNA482684,SAMN09711182,SRR7592773,Daphnia pulex,39.9,-84.92,861
909,PRJNA482684,SAMN09711182,SRR7592775,Daphnia pulex,39.9,-84.92,861
910,PRJNA482684,SAMN09711182,SRR7592779,Daphnia pulex,39.9,-84.92,861
911,PRJNA482684,SAMN09711182,SRR7592781,Daphnia pulex,39.9,-84.92,861
912,PRJNA482684,SAMN09711182,SRR7592784,Daphnia pulex,39.9,-84.92,861
913,PRJNA482684,SAMN09711182,SRR7592787,Daphnia pulex,39.9,-84.92,861
914,PRJNA482684,SAMN09711182,SRR7592790,Daphnia pulex,39.9,-84.92,861
915,PRJNA482684,SAMN09711182,SRR7592793,Daphnia pulex,39.9,-84.92,861
916,PRJNA482684,SAMN09711182,SRR7592795,Daphnia pulex,39.9,-84.92,861
917,PRJNA482684,SAMN09711182,SRR7592796,Daphnia pulex,39.9,-84.92,861
918,PRJNA482684,SAMN09711182,SRR7592797,Daphnia pulex,39.9,-84.92,861
919,PRJNA482684,SAMN09711182,SRR7592799,Daphnia pulex,39.9,-84.92,861
920,PRJNA482684,SAMN09711182,SRR7592800,Daphnia pulex,39.9,-84.92,861
921,PRJNA482684,SAMN09711182,SRR7592803,Daphnia pulex,39.9,-84.92,861
922,PRJNA482684,SAMN09711182,SRR7592804,Daphnia pulex,39.9,-84.92,861
923,PRJNA482684,SAMN09711182,SRR7592807,Daphnia pulex,39.9,-84.92,861
924,PRJNA482684,SAMN09711182,SRR7592809,Daphnia pulex,39.9,-84.92,861
925,PRJNA482684,SAMN09711182,SRR7592810,Daphnia pulex,39.9,-84.92,861
926,PRJNA482684,SAMN09711182,SRR7592811,Daphnia pulex,39.9,-84.92,861
927,PRJNA482684,SAMN09711182,SRR7592812,Daphnia pulex,39.9,-84.92,861
928,PRJNA482684,SAMN09711182,SRR7592814,Daphnia pulex,39.9,-84.92,861
929,PRJNA482684,SAMN09711182,SRR7592816,Daphnia pulex,39.9,-84.92,861
930,PRJNA482684,SAMN09711182,SRR7592818,Daphnia pulex,39.9,-84.92,861
931,PRJNA482684,SAMN09711182,SRR7592820,Daphnia pulex,39.9,-84.92,861
932,PRJNA482684,SAMN09711182,SRR7592822,Daphnia pulex,39.9,-84.92,861
933,PRJNA482684,SAMN09711182,SRR7592824,Daphnia pulex,39.9,-84.92,861
934,PRJNA482684,SAMN09711182,SRR7592825,Daphnia pulex,39.9,-84.92,861
935,PRJNA482684,SAMN09711185,SRR7593838,Daphnia pulex,42.2,-83.6,861
936,PRJNA482684,SAMN09711185,SRR7593840,Daphnia pulex,42.2,-83.6,861
937,PRJNA482684,SAMN09711185,SRR7593843,Daphnia pulex,42.2,-83.6,861
938,PRJNA482684,SAMN09711185,SRR7593845,Daphnia pulex,42.2,-83.6,861
939,PRJNA482684,SAMN09711185,SRR7593847,Daphnia pulex,42.2,-83.6,861
940,PRJNA482684,SAMN09711185,SRR7593852,Daphnia pulex,42.2,-83.6,861
941,PRJNA482684,SAMN09711185,SRR7593853,Daphnia pulex,42.2,-83.6,861
942,PRJNA482684,SAMN09711185,SRR7593856,Daphnia pulex,42.2,-83.6,861
943,PRJNA482684,SAMN09711185,SRR7593858,Daphnia pulex,42.2,-83.6,861
944,PRJNA482684,SAMN09711185,SRR7593860,Daphnia pulex,42.2,-83.6,861
945,PRJNA482684,SAMN09711185,SRR7593862,Daphnia pulex,42.2,-83.6,861
946,PRJNA482684,SAMN09711185,SRR7593864,Daphnia pulex,42.2,-83.6,861
947,PRJNA482684,SAMN09711185,SRR7593867,Daphnia pulex,42.2,-83.6,861
948,PRJNA482684,SAMN09711185,SRR7593868,Daphnia pulex,42.2,-83.6,861
949,PRJNA482684,SAMN09711185,SRR7593870,Daphnia pulex,42.2,-83.6,861
950,PRJNA482684,SAMN09711185,SRR7593873,Daphnia pulex,42.2,-83.6,861
